topic_id,cv_score,size,top_words,word_weights
101,0.5577123094876714,110,"slavery, modern, chains, victims, supply, exploitation, trafficking, act, trafficked, 54","0.0664, 0.0385, 0.0107, 0.0097, 0.0085, 0.0081, 0.0067, 0.0066, 0.0046, 0.0045"
102,0.5600409586544033,108,"consular, torture, case, penalty, foreign","0.0158, 0.0154, 0.0100, 0.0083, 0.0079"
103,0.5936989884954988,107,"space, satellites, launch, satellite, industry, spaceport, bill, spaceports, spaceflight, uk","0.0514, 0.0178, 0.0150, 0.0148, 0.0115, 0.0095, 0.0090, 0.0080, 0.0079, 0.0068"
104,0.8831646780071573,107,"terrorist, wing, military, organisation, proscription, proscribed, terrorism","0.0177, 0.0155, 0.0146, 0.0145, 0.0141, 0.0122, 0.0103"
105,0.8652772929465877,107,"baby, bereavement, loss, stillbirth, parents, stillbirths, pathway, care, neonatal, bereaved","0.0203, 0.0190, 0.0157, 0.0139, 0.0135, 0.0135, 0.0115, 0.0079, 0.0078, 0.0073"
106,0.8135330075265229,104,"cannabis, medicinal, medical, medicines, use, drugs, medicine","0.0764, 0.0314, 0.0129, 0.0099, 0.0098, 0.0094, 0.0090"
107,0.6984085051808938,103,"poverty, households, child, children, workless, absolute, families, living, 2010, fewer","0.0431, 0.0106, 0.0101, 0.0098, 0.0092, 0.0082, 0.0081, 0.0079, 0.0073, 0.0067"
108,0.9567239456705912,102,"trees, woodland, timber, forestry, planting, tree, woodlands, forest, plant, wood","0.0360, 0.0305, 0.0304, 0.0269, 0.0202, 0.0160, 0.0128, 0.0118, 0.0101, 0.0099"
109,0.5356955742953224,100,"limitations, statute, northern, soldiers, veterans, troubles, forces, investigated, allegations","0.0174, 0.0152, 0.0118, 0.0115, 0.0113, 0.0084, 0.0079, 0.0071, 0.0071"
110,0.2955165187636923,100,"air, force, royal, war, squadron, aircraft, flying, regiment, bomber","0.0264, 0.0183, 0.0153, 0.0114, 0.0101, 0.0097, 0.0072, 0.0065, 0.0063"
111,0.6429021417416965,100,"post, office, offices, postmasters, banking, branches, services, network, sub","0.0817, 0.0424, 0.0347, 0.0181, 0.0180, 0.0139, 0.0122, 0.0122, 0.0101"
112,0.803963099938252,99,"mobile, phones, prison, prisons, prisoners, phone, device, telephone, illicit","0.0416, 0.0372, 0.0331, 0.0268, 0.0161, 0.0140, 0.0116, 0.0093, 0.0086"
113,0.7746500658806917,97,"disabled, transport, accessibility, accessible, stations, inclusive, access, passengers, station, buses","0.0278, 0.0232, 0.0143, 0.0138, 0.0138, 0.0118, 0.0102, 0.0094, 0.0090, 0.0083"
114,0.649335319100168,95,"stalking, police, victims, bill, behaviour, orders, victim, stalker, protection","0.0617, 0.0124, 0.0123, 0.0091, 0.0085, 0.0083, 0.0077, 0.0071, 0.0069"
115,0.5862807545196539,95,"parole, board, victims, case, review, transparency, release, decision, decisions","0.0704, 0.0414, 0.0233, 0.0127, 0.0119, 0.0117, 0.0113, 0.0107, 0.0101"
116,0.6722670805304986,95,"energy, efficiency, fuel, helm, homes, solar, households, bills, electricity, carbon","0.0376, 0.0170, 0.0134, 0.0113, 0.0087, 0.0079, 0.0075, 0.0072, 0.0068, 0.0066"
117,0.5858787562266394,92,"devolved, devolution, consent, government, powers, assembly, continuity","0.0200, 0.0134, 0.0125, 0.0109, 0.0104, 0.0098, 0.0097"
118,0.7925009084704218,92,"automotive, industry, manufacturing, plant, car, motor, manufacturers, sector","0.0321, 0.0164, 0.0114, 0.0112, 0.0110, 0.0095, 0.0088, 0.0078"
119,0.3484666076055455,90,"eu, leaves, uk, assessment, leaving, effect, potential, agreements, after, he","0.0601, 0.0506, 0.0448, 0.0438, 0.0315, 0.0314, 0.0256, 0.0256, 0.0243, 0.0224"
120,0.7595055700753,88,"fracking, shale, gas, permitted, planning, development, exploration, energy, extraction","0.0541, 0.0369, 0.0313, 0.0137, 0.0115, 0.0100, 0.0097, 0.0074, 0.0073"
121,0.8242740397077928,87,"vaccine, vaccines, vaccination, disease, tuberculosis, countries, diseases, polio","0.0168, 0.0168, 0.0118, 0.0116, 0.0113, 0.0099, 0.0097, 0.0087"
122,0.3959093916316774,86,"write, happy, raises, gentleman, question, him, specific, am, hon, lady","0.0204, 0.0198, 0.0187, 0.0176, 0.0148, 0.0145, 0.0129, 0.0126, 0.0124, 0.0115"
123,0.6435365921316175,86,"upskirting, offence, law, sexual, bill, offences, images, voyeurism, legislation","0.0457, 0.0186, 0.0122, 0.0119, 0.0099, 0.0093, 0.0092, 0.0080, 0.0076"
124,0.7214465541088336,86,"domestic, abuse, violence, victims, women, courts, family, court, coercive","0.0537, 0.0477, 0.0217, 0.0148, 0.0103, 0.0077, 0.0068, 0.0066, 0.0061"
125,0.7815701075005911,85,"mesh, women, incontinence, prolapse, implants, surgical, vaginal, complications, pain, sling","0.0663, 0.0143, 0.0127, 0.0120, 0.0111, 0.0108, 0.0104, 0.0095, 0.0083, 0.0082"
126,0.8242925566462949,85,"smoking, tobacco, cigarettes, smokers, quit, smoke, cessation, health, vaping, products","0.0632, 0.0444, 0.0293, 0.0230, 0.0117, 0.0116, 0.0105, 0.0098, 0.0095, 0.0092"
127,0.815926160941253,83,"tower, inquiry, survivors, fire, tragedy, panel, blocks","0.0201, 0.0140, 0.0118, 0.0100, 0.0083, 0.0075, 0.0062"
128,0.8156127695554125,82,"debt, credit, payday, loan, lending, loans, cards, card, logbook","0.0299, 0.0254, 0.0204, 0.0161, 0.0145, 0.0144, 0.0131, 0.0129, 0.0121"
129,0.46882287716191695,81,"workers, employment, gig, unpaid, trial, hours, employers, zero","0.0187, 0.0168, 0.0112, 0.0107, 0.0098, 0.0097, 0.0092, 0.0091"
130,0.5342908074758559,80,"science, research, innovation, horizon, scientific, scientists, collaboration, researchers, uk, technology","0.0393, 0.0187, 0.0171, 0.0123, 0.0112, 0.0111, 0.0095, 0.0082, 0.0073, 0.0070"
131,0.7363504265801707,79,"oil, gas, industry, sea, north, decommissioning, chain, sector, supply","0.0474, 0.0395, 0.0204, 0.0105, 0.0104, 0.0075, 0.0075, 0.0075, 0.0075"
