topic_id,cv_score,size,top_words,word_weights
70,0.7261718694903172,442,"doctors, junior, bma, contract, weekends, patients, seven, nhs, strike, doctor","0.034, 0.031, 0.022, 0.018, 0.009, 0.008, 0.008, 0.007, 0.007, 0.006"
71,0.6837836551200653,437,"charities, charity, donations, gift, trustees, charitable, fundraising, commission, small, aid","0.033, 0.023, 0.013, 0.012, 0.010, 0.009, 0.008, 0.006, 0.006, 0.006"
72,0.5301752580323771,437,"welsh, assembly, wales, devolution, powers, bill, jurisdiction, devolved, reserved, constitutional","0.025, 0.019, 0.019, 0.009, 0.007, 0.006, 0.006, 0.005, 0.005, 0.005"
73,0.8951249490350958,430,"bank, branch, banking, branches, banks, closures, rbs, atm, cash, atms","0.022, 0.020, 0.020, 0.017, 0.016, 0.013, 0.013, 0.009, 0.009, 0.009"
74,0.6766581749941583,428,"soldiers, ireland, northern, terrorists, forces, troubles, limitations, veterans, armed, investigations","0.009, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006, 0.006, 0.006, 0.005"
75,0.4911304057867466,406,"post, office, offices, mail, branches, crown, royal, postal, network, postmasters","0.048, 0.026, 0.021, 0.016, 0.009, 0.008, 0.008, 0.006, 0.006, 0.005"
76,0.5070414613043418,400,"backstop, agreement, withdrawal, ireland, arrangement, relationship, northern, border, temporary, attorney","0.054, 0.008, 0.008, 0.007, 0.006, 0.006, 0.006, 0.005, 0.005, 0.005"
77,0.9494793395767245,400,"gambling, betting, terminals, machines, odds, fobts, fixed, stake, bookmakers, shops","0.053, 0.033, 0.017, 0.016, 0.015, 0.014, 0.012, 0.010, 0.010, 0.010"
78,0.6726164189538767,397,"hs2, crewe, route, rail, phase, line, speed, project, capacity, station","0.042, 0.010, 0.008, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006, 0.005"
79,0.7736798682873351,394,"defence, spending, gdp, armed, capability, threats, forces, nato, capabilities, equipment","0.033, 0.008, 0.008, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.006"
80,0.8791848327779747,374,"war, somme, battle, graves, memorial, memorials, centenary, men, passchendaele, commemorate","0.022, 0.012, 0.010, 0.009, 0.007, 0.007, 0.007, 0.006, 0.005, 0.005"
81,0.9075690943946417,371,"smoking, tobacco, cigarettes, smokers, smoke, vaping, quit, control, cessation, products","0.046, 0.035, 0.020, 0.013, 0.012, 0.012, 0.008, 0.007, 0.007, 0.007"
82,0.3173887206613707,364,"give, gentleman, way, hon, will, the, equalisation, quickly, record, matter","0.164, 0.133, 0.117, 0.035, 0.025, 0.003, 0.002, 0.001, 0.001, 0.001"
83,0.3423299269477607,360,"give, way, then, progress, once, briefly, time, happily, conscious, will","0.101, 0.074, 0.029, 0.027, 0.025, 0.023, 0.020, 0.017, 0.016, 0.014"
84,0.594491056525035,356,"press, leveson, newspapers, ipso, journalists, hacking, inquiry, section, media, newspaper","0.023, 0.021, 0.010, 0.008, 0.008, 0.007, 0.007, 0.006, 0.006, 0.005"
